STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,GENDER,ETHNIC_ORIGIN,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EXEMPTTF,EMPLOYEE_PAY_BASIS,MANAGER_ID
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,34,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2337
Terminated,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,38,Generation X,Male,A,No Rating,No Rating,Bi-Weekly,F,Daily,S506
Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,38,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2221
Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S3099
Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,30,Generation Y,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3556
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,54,Boomer,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1724
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,57,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S46
Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,32,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3866
Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,39,Generation X,Female,W,No Rating,No Rating,Weekly,F,Hourly,S4018
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,20,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3789
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,59,Boomer,Male,W,No Rating,No Rating,Weekly,F,Daily,S767
Active,Staff Associate,Operations-West,Operations,Product,Union,Regular Employee FT,28,Generation Y,Male,U,No Rating,No Rating,Bi-Weekly,F,Hourly,S3209
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,52,Boomer,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2184
Active,Mechanic,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,52,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2435
Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,27,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1872
Active,Manager,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,49,Generation X,Male,W,Successfully Meets Expectations,Strong Contributor,Semi-Mont,T,Salary,S4205
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,29,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2465
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,53,Boomer,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S208
Active,Driver,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,42,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1271
Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,42,Generation X,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S1581
Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee PT,38,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2410
Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,58,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1065
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,36,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1364
Active,Manager,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Male,W,Meets & Exceeds,Not assigned,Weekly,F,Hourly,S3932
Active,Staff Associate,Operations-West,Operations,Product,Union,Regular Employee FT,49,Generation X,Male,U,No Rating,No Rating,Bi-Weekly,F,Hourly,S3210
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,36,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1878
Terminated,Laborer,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,29,Generation Y,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3338
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,57,Boomer,Male,H,No Rating,No Rating,Weekly,F,Hourly,S1619
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,32,Generation X,Male,A,No Rating,No Rating,Bi-Weekly,F,Hourly,S2292
Active,Supervisor,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,53,Boomer,Female,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5573
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,28,Generation Y,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1241
Active,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,32,Generation X,Female,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S3011
Active,Driver,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,52,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2071
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,27,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1592
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,24,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1366
Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,65,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2514
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,43,Generation X,Male,V,No Rating,No Rating,Weekly,F,Hourly,S913
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,32,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S580
Active,Clerk,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,58,Boomer,Female,W,Meets & Exceeds,Not assigned,Semi-Mont,T,Salary,S4285
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,46,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1748
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,41,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1030
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1503
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S169
Active,Supervisor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,55,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3874
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,27,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2408
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S2083
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,44,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2026
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1687
Terminated,Director,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Female,W,Developing/Meets Some,Strong Contributor,Monthly,T,Salary,S4981
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,23,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S2854
Active,Supervisor,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,63,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,T,Salary,S3319
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,23,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S989
Active,Forklift Driver,Factory-East,Manufacturing,Product,Union,Regular Employee FT,63,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1011
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,48,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2114
Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1165
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee PT,42,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2317
Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,37,Generation X,Female,B,Exceeds,Not assigned,Weekly,F,Hourly,S3493
Active,Analyst,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,25,Generation Y,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2927
Active,Payroll/Pension Administrator,HR,HR,Corporate,Non-Union,Regular Employee FT,53,Boomer,Female,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2582
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,55,Boomer,Male,O,No Rating,No Rating,Weekly,F,Hourly,S895
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,31,Generation Y,Male,B,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,F,Daily,S482
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1724
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,51,Boomer,Male,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2346
Terminated,Mechanic,Factory-East,Manufacturing,Product,Union,Regular Employee FT,27,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S985
Terminated,Manager,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,61,Boomer,Female,W,Successfully Meets Expectations,Strong Contributor,Semi-Mont,T,Salary,S4324
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,48,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S389
Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,46,Generation X,Male,H,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,F,Hourly,S1186
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,20,Generation Y,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S2479
Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,59,Boomer,Male,W,Meets & Exceeds,Mastery,Bi-Weekly,F,Hourly,S1570
Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,57,Boomer,Female,A,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3458
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Male,W,Too New,Not assigned,Bi-Weekly,F,Daily,S648
Active,Account Executive,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,38,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S569
Active,Mover,Operations-East,Operations,Product,Union,Regular Employee FT,44,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2159
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,36,Generation X,Male,W,Successfully Meets Expectations,Strong Contributor,Bi-Weekly,F,Hourly,S1182
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,51,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3810
Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2295
Active,Account Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,53,Boomer,Male,H,Meets & Exceeds,Not assigned,Monthly,T,Salary,S491
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,55,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1356
Terminated,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Male,H,Successfully Meets Expectations,Strong Contributor,Monthly,T,Salary,S5608
Active,Driver,Support,Support,Product,Union,Regular Employee FT,53,Boomer,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3325
Active,Account Executive,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,28,Generation Y,Male,H,Meets & Exceeds,Not assigned,Bi-Weekly,F,Daily,S433
Terminated,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,33,Generation X,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S745
Active,Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,53,Boomer,Male,W,Meets & Exceeds,Not assigned,Monthly,T,Salary,S4267
Active,Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5817
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,40,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S150
Active,Technician,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,64,Boomer,Male,A,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3990
Active,Mechanic,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S3180
Active,Technician,Factory-East,Manufacturing,Product,Union,Regular Employee FT,38,Generation X,Female,B,No Rating,No Rating,Weekly,F,Hourly,S3327
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S165
Active,Laborer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,49,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1795
Active,Processor,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,42,Generation X,Female,B,No Rating,No Rating,Semi-Mont,F,Salary,S4102
Terminated,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,28,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3989
Active,Forklift Driver,Operations-East,Operations,Product,Union,Regular Employee FT,58,Boomer,Male,H,No Rating,No Rating,Weekly,F,Hourly,S1075
Active,Analyst,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,33,Generation X,Female,B,Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2719
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S528
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,47,Generation X,Male,W,Developing/Meets Some,Strong Contributor,Monthly,T,Salary,S5299
Active,Mechanic,Factory-East,Manufacturing,Product,Union,Regular Employee FT,60,Boomer,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3364
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,19,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S3196
Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5079
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,26,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Daily,S525
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,51,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S38
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,21,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2516
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,59,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S319
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,57,Boomer,Male,W,No Rating,No Rating,Weekly,F,Daily,S769
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,27,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Daily,S511
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,34,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S632
Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,46,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2270
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,29,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S3037
Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,54,Boomer,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2249
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,28,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1018
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,49,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Daily,S33
Active,Customer Service Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,52,Boomer,Female,B,Successfully Meets Expectations,Not assigned,Semi-Mont,F,Salary,S2901
Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,26,Generation Y,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S708
Terminated,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,26,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S645
Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,50,Boomer,Male,A,Successfully Meets Expectations,Strong Contributor,Bi-Weekly,F,Hourly,S1733
Active,Laborer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,57,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3355
Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,32,Generation X,Male,H,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1504
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,38,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Daily,S587
